name,pokedexNumber,image,generation,evolutionStage,evolved,familyID,crossGen,type1,type2,weather1,weather2,statTotal,atk,def,sta,legendary,aquireable,spawns,regional,raidable,hatchable,shiny,nest,new,notGettable,futureEvolve,cp40,cp39
Emolga,587,https://cdn.traction.one/pokedex/pokemon/587.png,5,,0,,0,electric,flying,Rainy,Windy,395,158,127,110,0,0,0,0,0,0,0,0,0,0,0,1439,1419
Karrablast,588,https://cdn.traction.one/pokedex/pokemon/588.png,5,,0,,0,bug,,Rainy,,324,137,87,100,0,0,0,0,0,0,0,0,0,0,0,1028,1013
Escavalier,589,https://cdn.traction.one/pokedex/pokemon/589.png,5,Evolved,0,,0,bug,steel,Rainy,Snow,550,223,187,140,0,0,0,0,0,0,0,0,0,0,0,2630,2592
Foongus,590,https://cdn.traction.one/pokedex/pokemon/590.png,5,,0,,0,grass,poison,Sunny/clear,Cloudy,330,97,95,138,0,0,0,0,0,0,0,0,0,0,0,907,894
Amoonguss,591,https://cdn.traction.one/pokedex/pokemon/591.png,5,,0,,0,grass,poison,Sunny/clear,Cloudy,527,155,144,228,0,0,0,0,0,0,0,0,0,0,0,2087,2057
Frillish,592,https://cdn.traction.one/pokedex/pokemon/592.png,5,,0,,0,water,ghost,Rainy,Fog,375,115,150,110,0,0,0,0,0,0,0,0,0,0,0,1166,1149
Jellicent,593,https://cdn.traction.one/pokedex/pokemon/593.png,5,Evolved,0,,0,water,ghost,Rainy,Fog,554,159,195,200,0,0,0,0,0,0,0,0,0,0,0,2309,2276
Alomomola,594,https://cdn.traction.one/pokedex/pokemon/594.png,5,Evolved,0,,0,water,,Rainy,,616,138,148,330,0,0,0,0,0,0,0,0,0,0,0,2266,2233
Joltik,595,https://cdn.traction.one/pokedex/pokemon/595.png,5,,0,,0,bug,electric,Rainy,,308,110,98,100,0,0,0,0,0,0,0,0,0,0,0,889,877
Galvantula,596,https://cdn.traction.one/pokedex/pokemon/596.png,5,,0,,0,bug,electric,Rainy,,469,201,128,140,0,0,0,0,0,0,0,0,0,0,0,2008,1979
Ferroseed,597,https://cdn.traction.one/pokedex/pokemon/597.png,5,,0,,0,grass,steel,Sunny/clear,Snow,327,82,157,88,0,0,0,0,0,0,0,0,0,0,0,806,794
Ferrothorn,598,https://cdn.traction.one/pokedex/pokemon/598.png,5,Evolved,0,,0,grass,steel,Sunny/clear,Snow,536,158,230,148,0,0,0,0,0,0,0,0,0,0,0,2159,2128
Klink,599,https://cdn.traction.one/pokedex/pokemon/599.png,5,,0,,0,steel,,Snow,,304,98,126,80,0,0,0,0,0,0,0,0,0,0,0,816,805
Klang,600,https://cdn.traction.one/pokedex/pokemon/600.png,5,,0,,0,steel,,Snow,,449,150,179,120,0,0,0,0,0,0,0,0,0,0,0,1667,1643
Klinklang,601,https://cdn.traction.one/pokedex/pokemon/601.png,5,Evolved,0,,0,steel,,Snow,,549,199,230,120,0,0,0,0,0,0,0,0,0,0,0,2430,2396
Tynamo,602,https://cdn.traction.one/pokedex/pokemon/602.png,5,,0,,0,electric,,Rainy,,253,105,78,70,0,0,0,0,0,0,0,0,0,0,0,666,656
Eelektrik,603,https://cdn.traction.one/pokedex/pokemon/603.png,5,,0,,0,electric,,Rainy,,416,156,130,130,0,0,0,0,0,0,0,0,0,0,0,1548,1526
Eelektross,604,https://cdn.traction.one/pokedex/pokemon/604.png,5,Lower,0,,0,electric,,Rainy,,539,217,152,170,0,0,0,0,0,0,0,0,0,0,0,2546,2510
Elgyem,605,https://cdn.traction.one/pokedex/pokemon/605.png,5,,0,,0,psychic,,Windy,,358,148,100,110,0,0,0,0,0,0,0,0,0,0,0,1220,1203
Beheeyem,606,https://cdn.traction.one/pokedex/pokemon/606.png,5,Evolved,0,,0,psychic,,Windy,,543,221,172,150,0,0,0,0,0,0,0,0,0,0,0,2589,2552
Litwick,607,https://cdn.traction.one/pokedex/pokemon/607.png,5,,0,,0,ghost,fire,Fog,Sunny/clear,306,108,98,100,0,0,0,0,0,0,0,0,0,0,0,875,863
Lampent,608,https://cdn.traction.one/pokedex/pokemon/608.png,5,,0,,0,ghost,fire,Fog,Sunny/clear,404,169,115,120,0,0,0,0,0,0,0,0,0,0,0,1522,1500
Chandelure,609,https://cdn.traction.one/pokedex/pokemon/609.png,5,Lower,0,,0,ghost,fire,Fog,Sunny/clear,573,271,182,120,0,0,0,0,0,0,0,0,0,0,0,2913,2871
Axew,610,https://cdn.traction.one/pokedex/pokemon/610.png,5,,0,,0,dragon,,Windy,,357,154,111,92,0,0,0,0,0,0,0,0,0,0,0,1225,1208
Fraxure,611,https://cdn.traction.one/pokedex/pokemon/611.png,5,,0,,0,dragon,,Windy,,477,212,133,132,0,0,0,0,0,0,0,0,0,0,0,2091,2061
Haxorus,612,https://cdn.traction.one/pokedex/pokemon/612.png,5,Evolved,0,,0,dragon,,Windy,,619,284,183,152,0,0,0,0,0,0,0,0,0,0,0,3395,3347
Cubchoo,613,https://cdn.traction.one/pokedex/pokemon/613.png,5,,0,,0,ice,,Snow,,312,128,74,110,0,0,0,0,0,0,0,0,0,0,0,942,928
Beartic,614,https://cdn.traction.one/pokedex/pokemon/614.png,5,Evolved,0,,0,ice,,Snow,,575,233,152,190,0,0,0,0,0,0,0,0,0,0,0,2865,2825
Cryogonal,615,https://cdn.traction.one/pokedex/pokemon/615.png,5,Lower,0,,0,ice,,Snow,,614,190,264,160,0,0,0,0,0,0,0,0,0,0,0,2829,2788
Shelmet,616,https://cdn.traction.one/pokedex/pokemon/616.png,5,,0,,0,bug,,Rainy,,321,72,149,100,0,0,0,0,0,0,0,0,0,0,0,746,735
Accelgor,617,https://cdn.traction.one/pokedex/pokemon/617.png,5,,0,,0,bug,,Rainy,,511,220,131,160,0,0,0,0,0,0,0,0,0,0,0,2346,2312
Stunfisk,618,https://cdn.traction.one/pokedex/pokemon/618.png,5,Evolved,0,,0,ground,electric,Sunny/clear,Rainy,539,144,177,218,0,0,0,0,0,0,0,0,0,0,0,2100,2070
Mienfoo,619,https://cdn.traction.one/pokedex/pokemon/619.png,5,,0,,0,fighting,,Cloudy,,348,160,98,90,0,0,0,0,0,0,0,0,0,0,0,1190,1173
Mienshao,620,https://cdn.traction.one/pokedex/pokemon/620.png,5,,0,,0,fighting,,Cloudy,,515,258,127,130,0,0,0,0,0,0,0,0,0,0,0,2446,2411
Druddigon,621,https://cdn.traction.one/pokedex/pokemon/621.png,5,Lower,0,,0,dragon,,Windy,,537,213,170,154,0,0,0,0,0,0,0,0,0,0,0,2517,2481
Golett,622,https://cdn.traction.one/pokedex/pokemon/622.png,5,,0,,0,ground,ghost,Sunny/clear,Fog,337,127,92,118,0,0,0,0,0,0,0,0,0,0,0,1058,1042
Golurk,623,https://cdn.traction.one/pokedex/pokemon/623.png,5,Lower,0,,0,ground,ghost,Sunny/clear,Fog,554,222,154,178,0,0,0,0,0,0,0,0,0,0,0,2673,2635
Pawniard,624,https://cdn.traction.one/pokedex/pokemon/624.png,5,,0,,0,dark,steel,Fog,Snow,373,154,129,90,0,0,0,0,0,0,0,0,0,0,0,1297,1279
Bisharp,625,https://cdn.traction.one/pokedex/pokemon/625.png,5,Evolved,0,,0,dark,steel,Fog,Snow,553,232,191,130,0,0,0,0,0,0,0,0,0,0,0,2666,2628
Bouffalant,626,https://cdn.traction.one/pokedex/pokemon/626.png,5,Evolved,0,,0,normal,,Partly cloudy,,567,195,182,190,0,0,0,0,0,0,0,0,0,0,0,2635,2598
Rufflet,627,https://cdn.traction.one/pokedex/pokemon/627.png,5,,0,,0,normal,flying,Partly cloudy,Windy,387,150,97,140,0,0,0,0,0,0,0,0,0,0,0,1357,1338
Braviary,628,https://cdn.traction.one/pokedex/pokemon/628.png,5,Lower,0,,0,normal,flying,Partly cloudy,Windy,584,232,152,200,0,0,0,0,0,0,0,0,0,0,0,2923,2881
Vullaby,629,https://cdn.traction.one/pokedex/pokemon/629.png,5,,0,,0,dark,flying,Fog,Windy,389,105,144,140,0,0,0,0,0,0,0,0,0,0,0,1176,1159
Mandibuzz,630,https://cdn.traction.one/pokedex/pokemon/630.png,5,Evolved,0,,0,dark,flying,Fog,Windy,559,129,210,220,0,0,0,0,0,0,0,0,0,0,0,2068,2038
Heatmor,631,https://cdn.traction.one/pokedex/pokemon/631.png,5,,0,,0,fire,,Sunny/clear,,503,204,129,170,0,0,0,0,0,0,0,0,0,0,0,2232,2200
Durant,632,https://cdn.traction.one/pokedex/pokemon/632.png,5,Evolved,0,,0,bug,steel,Rainy,Snow,555,217,222,116,0,0,0,0,0,0,0,0,0,0,0,2553,2516
Deino,633,https://cdn.traction.one/pokedex/pokemon/633.png,5,,0,,0,dark,dragon,Fog,Windy,313,116,93,104,0,0,0,0,0,0,0,0,0,0,0,927,914
Zweilous,634,https://cdn.traction.one/pokedex/pokemon/634.png,5,,0,,0,dark,dragon,Fog,Windy,438,159,135,144,0,0,0,0,0,0,0,0,0,0,0,1678,1654
Hydreigon,635,https://cdn.traction.one/pokedex/pokemon/635.png,5,Lower,0,,0,dark,dragon,Fog,Windy,628,256,188,184,0,0,0,0,0,0,0,0,0,0,0,3401,3353
Larvesta,636,https://cdn.traction.one/pokedex/pokemon/636.png,5,,0,,0,bug,fire,Rainy,Sunny/clear,373,156,107,110,0,0,0,0,0,0,0,0,0,0,0,1318,1300
Volcarona,637,https://cdn.traction.one/pokedex/pokemon/637.png,5,Lower,0,,0,bug,fire,Rainy,Sunny/clear,644,264,210,170,0,0,0,0,0,0,0,0,0,0,0,3555,3504
Cobalion,638,https://cdn.traction.one/pokedex/pokemon/638.png,5,Evolved,0,,0,steel,fighting,Snow,Cloudy,634,192,260,182,1,0,0,0,0,0,0,0,0,0,0,3009,2966
Terrakion,639,https://cdn.traction.one/pokedex/pokemon/639.png,5,Evolved,0,,0,rock,fighting,Partly cloudy,Cloudy,634,260,192,182,1,0,0,0,0,0,0,0,0,0,0,3468,3418
Virizion,640,https://cdn.traction.one/pokedex/pokemon/640.png,5,Lower,0,,0,grass,fighting,Sunny/clear,Cloudy,634,192,260,182,1,0,0,0,0,0,0,0,0,0,0,3009,2966
Tornadus (Therian Forme),641,https://cdn.traction.one/pokedex/pokemon/641.png,5,Evolved,0,,0,flying,,Windy,,593,266,169,158,1,0,0,0,0,0,0,0,0,0,0,3131,3086
Tornadus (Incarnate Forme),641,https://cdn.traction.one/pokedex/pokemon/641.png,5,Lower,0,,0,flying,,Windy,,593,266,169,158,1,0,0,0,0,0,0,0,0,0,0,3131,3086
Thundurus (Incarnate Forme),642,https://cdn.traction.one/pokedex/pokemon/642.png,5,Lower,0,,0,electric,flying,Rainy,Windy,593,266,169,158,1,0,0,0,0,0,0,0,0,0,0,3131,3086
Thundurus (Therian Forme),642,https://cdn.traction.one/pokedex/pokemon/642.png,5,Lower,0,,0,electric,flying,Rainy,Windy,593,266,169,158,1,0,0,0,0,0,0,0,0,0,0,3131,3086
Reshiram,643,https://cdn.traction.one/pokedex/pokemon/643.png,5,Lower,0,,0,dragon,fire,Windy,Sunny/clear,744,302,242,200,1,0,0,0,0,0,0,0,0,0,0,4654,4587
Zekrom,644,https://cdn.traction.one/pokedex/pokemon/644.png,5,Lower,0,,0,dragon,electric,Windy,Rainy,744,302,242,200,1,0,0,0,0,0,0,0,0,0,0,4654,4587
Landorus (Incarnate Forme),645,https://cdn.traction.one/pokedex/pokemon/645.png,5,Evolved,0,,0,ground,flying,Sunny/clear,Windy,626,261,187,178,1,0,0,0,0,0,0,0,0,0,0,3403,3355
Landorus (Therian Forme),645,https://cdn.traction.one/pokedex/pokemon/645.png,5,Lower,0,,0,ground,flying,Sunny/clear,Windy,626,261,187,178,1,0,0,0,0,0,0,0,0,0,0,3403,3355
Kyurem (Black Kyurem),646,https://cdn.traction.one/pokedex/pokemon/646.png,5,Lower,0,,0,dragon,ice,Windy,Snow,707,270,187,250,1,0,0,0,0,0,0,0,0,0,0,4118,4059
Kyurem (Normal Kyurem),646,https://cdn.traction.one/pokedex/pokemon/646.png,5,Evolved,0,,0,dragon,ice,Windy,Snow,707,270,187,250,1,0,0,0,0,0,0,0,0,0,0,4118,4059
Kyurem (White Kyurem),646,https://cdn.traction.one/pokedex/pokemon/646.png,5,Lower,0,,0,dragon,ice,Windy,Snow,707,270,187,250,1,0,0,0,0,0,0,0,0,0,0,4118,4059
Keldeo,647,https://cdn.traction.one/pokedex/pokemon/647.png,5,Lower,0,,0,water,fighting,Rainy,Cloudy,634,260,192,182,1,0,0,0,0,0,0,0,0,0,0,3468,3418
Meloetta (Pirouette Forme),648,https://cdn.traction.one/pokedex/pokemon/648.png,5,Evolved,0,,0,normal,psychic,Partly cloudy,Windy,700,250,250,200,1,0,0,0,0,0,0,0,0,0,0,3950,3894
Meloetta (Aria Forme),648,https://cdn.traction.one/pokedex/pokemon/648.png,5,Lower,0,,0,normal,psychic,Partly cloudy,Windy,700,250,250,200,1,0,0,0,0,0,0,0,0,0,0,3950,3894
Genesect,649,https://cdn.traction.one/pokedex/pokemon/649.png,5,Evolved,0,,0,bug,steel,Rainy,Snow,593,252,199,142,1,0,0,0,0,0,0,0,0,0,0,3056,3013
Chespin,650,https://cdn.traction.one/pokedex/pokemon/650.png,6,,0,,0,grass,,Sunny/clear,,338,110,116,112,0,0,0,0,0,0,0,0,0,0,0,1007,992
Quilladin,651,https://cdn.traction.one/pokedex/pokemon/651.png,6,,0,,0,grass,,Sunny/clear,,442,146,174,122,0,0,0,0,0,0,0,0,0,0,0,1618,1594
Chesnaught,652,https://cdn.traction.one/pokedex/pokemon/652.png,6,Lower,0,,0,grass,fighting,Sunny/clear,Cloudy,604,201,227,176,0,0,0,0,0,0,0,0,0,0,0,2900,2859
Fennekin,653,https://cdn.traction.one/pokedex/pokemon/653.png,6,,0,,0,fire,,Sunny/clear,,308,116,112,80,0,0,0,0,0,0,0,0,0,0,0,898,885
Braixen,654,https://cdn.traction.one/pokedex/pokemon/654.png,6,,0,,0,fire,,Sunny/clear,,425,171,136,118,0,0,0,0,0,0,0,0,0,0,0,1646,1622
Delphox,655,https://cdn.traction.one/pokedex/pokemon/655.png,6,Evolved,0,,0,fire,psychic,Sunny/clear,Windy,584,230,204,150,0,0,0,0,0,0,0,0,0,0,0,2908,2867
Froakie,656,https://cdn.traction.one/pokedex/pokemon/656.png,6,,0,,0,water,,Rainy,,290,122,86,82,0,0,0,0,0,0,0,0,0,0,0,846,834
Frogadier,657,https://cdn.traction.one/pokedex/pokemon/657.png,6,,0,,0,water,,Rainy,,392,168,116,108,0,0,0,0,0,0,0,0,0,0,0,1450,1430
Greninja,658,https://cdn.traction.one/pokedex/pokemon/658.png,6,,0,,0,water,dark,Rainy,Fog,521,223,154,144,0,0,0,0,0,0,0,0,0,0,0,2436,2401
Bunnelby,659,https://cdn.traction.one/pokedex/pokemon/659.png,6,,0,,0,normal,,Partly cloudy,,217,68,73,76,0,0,0,0,0,0,0,0,0,0,0,463,457
Diggersby,660,https://cdn.traction.one/pokedex/pokemon/660.png,6,,0,,0,normal,ground,Partly cloudy,Sunny/clear,437,112,155,170,0,0,0,0,0,0,0,0,0,0,0,1406,1386
Fletchling,661,https://cdn.traction.one/pokedex/pokemon/661.png,6,,0,,0,normal,flying,Partly cloudy,Windy,268,95,83,90,0,0,0,0,0,0,0,0,0,0,0,696,686
Fletchinder,662,https://cdn.traction.one/pokedex/pokemon/662.png,6,,0,,0,fire,flying,Sunny/clear,Windy,380,145,111,124,0,0,0,0,0,0,0,0,0,0,0,1322,1303
Talonflame,663,https://cdn.traction.one/pokedex/pokemon/663.png,6,,0,,0,fire,flying,Sunny/clear,Windy,488,176,156,156,0,0,0,0,0,0,0,0,0,0,0,2039,2010
Scatterbug,664,https://cdn.traction.one/pokedex/pokemon/664.png,6,,0,,0,bug,,Rainy,,209,63,70,76,0,0,0,0,0,0,0,0,0,0,0,428,422
Spewpa,665,https://cdn.traction.one/pokedex/pokemon/665.png,6,,0,,0,bug,,Rainy,,241,48,103,90,0,0,0,0,0,0,0,0,0,0,0,437,431
Vivillon,666,https://cdn.traction.one/pokedex/pokemon/666.png,6,,0,,0,bug,flying,Rainy,Windy,439,176,103,160,0,0,0,0,0,0,0,0,0,0,0,1714,1689
Litleo,667,https://cdn.traction.one/pokedex/pokemon/667.png,6,,0,,0,fire,normal,Sunny/clear,Partly cloudy,377,139,114,124,0,0,0,0,0,0,0,0,0,0,0,1287,1269
Pyroar,668,https://cdn.traction.one/pokedex/pokemon/668.png,6,Lower,0,,0,fire,normal,Sunny/clear,Partly cloudy,545,221,152,172,0,0,0,0,0,0,0,0,0,0,0,2604,2567
Flab�B�,669,https://cdn.traction.one/pokedex/pokemon/669.png,6,,0,,0,fairy,,Cloudy,,334,108,138,88,0,0,0,0,0,0,0,0,0,0,0,964,950
Floette,670,https://cdn.traction.one/pokedex/pokemon/670.png,6,,0,,0,fairy,,Cloudy,,419,136,175,108,0,0,0,0,0,0,0,0,0,0,0,1441,1421
Florges,671,https://cdn.traction.one/pokedex/pokemon/671.png,6,Lower,0,,0,fairy,,Cloudy,,655,212,287,156,0,0,0,0,0,0,0,0,0,0,0,3221,3175
Skiddo,672,https://cdn.traction.one/pokedex/pokemon/672.png,6,,0,,0,grass,,Sunny/clear,,362,123,107,132,0,0,0,0,0,0,0,0,0,0,0,1154,1137
Gogoat,673,https://cdn.traction.one/pokedex/pokemon/673.png,6,Lower,0,,0,grass,,Sunny/clear,,597,196,155,246,0,0,0,0,0,0,0,0,0,0,0,2775,2736
Pancham,674,https://cdn.traction.one/pokedex/pokemon/674.png,6,,0,,0,fighting,,Cloudy,,392,145,113,134,0,0,0,0,0,0,0,0,0,0,0,1380,1360
Pangoro,675,https://cdn.traction.one/pokedex/pokemon/675.png,6,Lower,0,,0,fighting,dark,Cloudy,Fog,565,226,149,190,0,0,0,0,0,0,0,0,0,0,0,2759,2720
Furfrou,676,https://cdn.traction.one/pokedex/pokemon/676.png,6,,0,,0,normal,,Partly cloudy,,496,164,182,150,0,0,0,0,0,0,0,0,0,0,0,2015,1986
Espurr,677,https://cdn.traction.one/pokedex/pokemon/677.png,6,,0,,0,psychic,,Windy,,361,120,117,124,0,0,0,0,0,0,0,0,0,0,0,1142,1125
Meowstic,678,https://cdn.traction.one/pokedex/pokemon/678.png,6,,0,,0,psychic,,Windy,,484,166,170,148,0,0,0,0,0,0,0,0,0,0,0,1963,1935
Honedge,679,https://cdn.traction.one/pokedex/pokemon/679.png,6,,0,,0,steel,ghost,Snow,Fog,392,135,167,90,0,0,0,0,0,0,0,0,0,0,0,1295,1276
Doublade,680,https://cdn.traction.one/pokedex/pokemon/680.png,6,Lower,0,,0,steel,ghost,Snow,Fog,559,188,253,118,0,0,0,0,0,0,0,0,0,0,0,2393,2359
Aegislash,681,https://cdn.traction.one/pokedex/pokemon/681.png,6,,0,,0,steel,ghost,Snow,Fog,508,97,291,120,0,0,0,0,0,0,0,0,0,0,0,1421,1401
Spritzee,682,https://cdn.traction.one/pokedex/pokemon/682.png,6,,0,,0,fairy,,Cloudy,,382,110,116,156,0,0,0,0,0,0,0,0,0,0,0,1168,1151
Aromatisse,683,https://cdn.traction.one/pokedex/pokemon/683.png,6,,0,,0,fairy,,Cloudy,,533,173,158,202,0,0,0,0,0,0,0,0,0,0,0,2275,2242
Swirlix,684,https://cdn.traction.one/pokedex/pokemon/684.png,6,,0,,0,fairy,,Cloudy,,356,109,123,124,0,0,0,0,0,0,0,0,0,0,0,1072,1057
Slurpuff,685,https://cdn.traction.one/pokedex/pokemon/685.png,6,,0,,0,fairy,,Cloudy,,500,168,168,164,0,0,0,0,0,0,0,0,0,0,0,2068,2039
Inkay,686,https://cdn.traction.one/pokedex/pokemon/686.png,6,,0,,0,dark,psychic,Fog,Windy,302,98,98,106,0,0,0,0,0,0,0,0,0,0,0,825,813
Malamar,687,https://cdn.traction.one/pokedex/pokemon/687.png,6,,0,,0,dark,psychic,Fog,Windy,521,177,172,172,0,0,0,0,0,0,0,0,0,0,0,2242,2210
Binacle,688,https://cdn.traction.one/pokedex/pokemon/688.png,6,,0,,0,rock,water,Partly cloudy,Rainy,304,96,124,84,0,0,0,0,0,0,0,0,0,0,0,813,801
Barbaracle,689,https://cdn.traction.one/pokedex/pokemon/689.png,6,Evolved,0,,0,rock,water,Partly cloudy,Rainy,558,194,220,144,0,0,0,0,0,0,0,0,0,0,0,2523,2487
Skrelp,690,https://cdn.traction.one/pokedex/pokemon/690.png,6,,0,,0,poison,water,Cloudy,Rainy,318,109,109,100,0,0,0,0,0,0,0,0,0,0,0,924,911
Dragalge,691,https://cdn.traction.one/pokedex/pokemon/691.png,6,,0,,0,poison,dragon,Cloudy,Windy,530,177,223,130,0,0,0,0,0,0,0,0,0,0,0,2227,2195
Clauncher,692,https://cdn.traction.one/pokedex/pokemon/692.png,6,,0,,0,water,,Rainy,,326,108,118,100,0,0,0,0,0,0,0,0,0,0,0,950,936
Clawitzer,693,https://cdn.traction.one/pokedex/pokemon/693.png,6,Evolved,0,,0,water,,Rainy,,535,221,172,142,0,0,0,0,0,0,0,0,0,0,0,2525,2489
Helioptile,694,https://cdn.traction.one/pokedex/pokemon/694.png,6,,0,,0,electric,normal,Rainy,Partly cloudy,286,115,83,88,0,0,0,0,0,0,0,0,0,0,0,815,804
Heliolisk,695,https://cdn.traction.one/pokedex/pokemon/695.png,6,,0,,0,electric,normal,Rainy,Partly cloudy,533,219,190,124,0,0,0,0,0,0,0,0,0,0,0,2467,2431
Tyrunt,696,https://cdn.traction.one/pokedex/pokemon/696.png,6,,0,,0,rock,dragon,Partly cloudy,Windy,412,158,138,116,0,0,0,0,0,0,0,0,0,0,0,1529,1507
Tyrantrum,697,https://cdn.traction.one/pokedex/pokemon/697.png,6,Lower,0,,0,rock,dragon,Partly cloudy,Windy,612,227,221,164,0,0,0,0,0,0,0,0,0,0,0,3106,3062
Amaura,698,https://cdn.traction.one/pokedex/pokemon/698.png,6,,0,,0,rock,ice,Partly cloudy,Snow,394,124,116,154,0,0,0,0,0,0,0,0,0,0,0,1291,1273
Aurorus,699,https://cdn.traction.one/pokedex/pokemon/699.png,6,Lower,0,,0,rock,ice,Partly cloudy,Snow,605,186,173,246,0,0,0,0,0,0,0,0,0,0,0,2780,2741
Sylveon,700,https://cdn.traction.one/pokedex/pokemon/700.png,6,Lower,0,,1,fairy,,Cloudy,,630,203,237,190,0,0,0,0,0,0,0,0,0,0,0,3094,3050
Hawlucha,701,https://cdn.traction.one/pokedex/pokemon/701.png,6,,0,,0,fighting,flying,Cloudy,Windy,511,195,160,156,0,0,0,0,0,0,0,0,0,0,0,2268,2236
Dedenne,702,https://cdn.traction.one/pokedex/pokemon/702.png,6,,0,,0,electric,fairy,Rainy,Cloudy,437,164,139,134,0,0,0,0,0,0,0,0,0,0,0,1693,1669
Carbink,703,https://cdn.traction.one/pokedex/pokemon/703.png,6,,0,,0,rock,fairy,Partly cloudy,Cloudy,480,95,285,100,0,0,0,0,0,0,0,0,0,0,0,1276,1257
Goomy,704,https://cdn.traction.one/pokedex/pokemon/704.png,6,,0,,0,dragon,,Windy,,321,101,130,90,0,0,0,0,0,0,0,0,0,0,0,893,881
Sliggoo,705,https://cdn.traction.one/pokedex/pokemon/705.png,6,,0,,0,dragon,,Windy,,500,159,205,136,0,0,0,0,0,0,0,0,0,0,0,1980,1952
Goodra,706,https://cdn.traction.one/pokedex/pokemon/706.png,6,Evolved,0,,0,dragon,,Windy,,683,220,283,180,0,0,0,0,0,0,0,0,0,0,0,3538,3487
Klefki,707,https://cdn.traction.one/pokedex/pokemon/707.png,6,,0,,0,steel,fairy,Snow,Cloudy,455,160,181,114,0,0,0,0,0,0,0,0,0,0,0,1737,1713
Phantump,708,https://cdn.traction.one/pokedex/pokemon/708.png,6,,0,,0,ghost,grass,Fog,Sunny/clear,319,125,108,86,0,0,0,0,0,0,0,0,0,0,0,974,960
Trevenant,709,https://cdn.traction.one/pokedex/pokemon/709.png,6,,0,,0,ghost,grass,Fog,Sunny/clear,528,201,157,170,0,0,0,0,0,0,0,0,0,0,0,2406,2372
Pumpkaboo,710,https://cdn.traction.one/pokedex/pokemon/710.png,6,,0,,0,ghost,grass,Fog,Sunny/clear,348,121,129,98,0,0,0,0,0,0,0,0,0,0,0,1083,1068
Gourgeist,711,https://cdn.traction.one/pokedex/pokemon/711.png,6,Lower,0,,0,ghost,grass,Fog,Sunny/clear,541,175,236,130,0,0,0,0,0,0,0,0,0,0,0,2263,2231
Bergmite,712,https://cdn.traction.one/pokedex/pokemon/712.png,6,,0,,0,ice,,Snow,,370,117,143,110,0,0,0,0,0,0,0,0,0,0,0,1158,1142
Avalugg,713,https://cdn.traction.one/pokedex/pokemon/713.png,6,Evolved,0,,0,ice,,Snow,,689,196,303,190,0,0,0,0,0,0,0,0,0,0,0,3364,3316
Noibat,714,https://cdn.traction.one/pokedex/pokemon/714.png,6,,0,,0,flying,dragon,Windy,,239,83,76,80,0,0,0,0,0,0,0,0,0,0,0,569,560
Noivern,715,https://cdn.traction.one/pokedex/pokemon/715.png,6,Evolved,0,,0,flying,dragon,Windy,,550,205,175,170,0,0,0,0,0,0,0,0,0,0,0,2576,2539
Xerneas,716,https://cdn.traction.one/pokedex/pokemon/716.png,6,Lower,0,,0,fairy,,Cloudy,,731,275,204,252,1,0,0,0,0,0,0,0,0,0,0,4379,4317
Yveltal,717,https://cdn.traction.one/pokedex/pokemon/717.png,6,Evolved,0,,0,dark,flying,Fog,Windy,731,275,204,252,1,0,0,0,0,0,0,0,0,0,0,4379,4317
Zygarde,718,https://cdn.traction.one/pokedex/pokemon/718.png,6,Evolved,0,,0,dragon,ground,Windy,Sunny/clear,664,203,245,216,1,0,0,0,0,0,0,0,0,0,0,3336,3289
Diancie,719,https://cdn.traction.one/pokedex/pokemon/719.png,6,Lower,0,,0,rock,fairy,Partly cloudy,Cloudy,575,190,285,100,1,0,0,0,0,0,0,0,0,0,0,2378,2344
Hoopa,720,https://cdn.traction.one/pokedex/pokemon/720.png,6,Lower,0,,0,psychic,ghost,Windy,Fog,688,287,241,160,1,0,0,0,0,0,0,0,0,0,0,3992,3935
Volcanion,721,https://cdn.traction.one/pokedex/pokemon/721.png,6,Evolved,0,,0,fire,water,Sunny/clear,Rainy,643,252,231,160,1,0,0,0,0,0,0,0,0,0,0,3460,3410
Rowlet,722,https://cdn.traction.one/pokedex/pokemon/722.png,7,,0,,0,grass,flying,Sunny/clear,Windy,340,102,102,136,0,0,0,0,0,0,0,0,0,0,0,971,957
Dartrix,723,https://cdn.traction.one/pokedex/pokemon/723.png,7,,0,,0,grass,flying,Sunny/clear,Windy,440,142,142,156,0,0,0,0,0,0,0,0,0,0,0,1606,1583
Decidueye,724,https://cdn.traction.one/pokedex/pokemon/724.png,7,Evolved,0,,0,grass,ghost,Sunny/clear,Fog,558,210,192,156,0,0,0,0,0,0,0,0,0,0,0,2643,2606
Litten,725,https://cdn.traction.one/pokedex/pokemon/725.png,7,,0,,0,fire,,Sunny/clear,,297,128,79,90,0,0,0,0,0,0,0,0,0,0,0,887,874
Torracat,726,https://cdn.traction.one/pokedex/pokemon/726.png,7,,0,,0,fire,,Sunny/clear,,407,174,103,130,0,0,0,0,0,0,0,0,0,0,0,1544,1522
Incineroar,727,https://cdn.traction.one/pokedex/pokemon/727.png,7,Lower,0,,0,fire,dark,Sunny/clear,Fog,579,214,175,190,0,0,0,0,0,0,0,0,0,0,0,2822,2782
Popplio,728,https://cdn.traction.one/pokedex/pokemon/728.png,7,,0,,0,water,,Rainy,,324,120,104,100,0,0,0,0,0,0,0,0,0,0,0,986,972
Brionne,729,https://cdn.traction.one/pokedex/pokemon/729.png,7,,0,,0,water,,Rainy,,439,168,151,120,0,0,0,0,0,0,0,0,0,0,0,1711,1686
